# Heatmap data
#
# Values given are log2 reads per million
#
# 525 genes shown
#
"name","gene","product","cluster hierarchy","WT.t0.rep1","WT.t0.rep2","WT.t5.rep1","WT.t5.rep2","WT.t10.rep1","WT.t10.rep2","WT.t20.rep1","WT.t20.rep2","RNA1.1.t0.rep1","RNA1.1.t0.rep2","RNA1.1.t5.rep1","RNA1.1.t5.rep2","RNA1.1.t10.rep1","RNA1.1.t10.rep2","RNA1.1.t20.rep1","RNA1.1.t20.rep2"
"YNL160W","CAF120","Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation","0 1 0 0 1 0 1 0 0 0 0 1 1 ",5.32702457361285,5.45182674360476,7.82352761861316,8.28516003631731,9.469923842323,9.47175033475031,10.0935921812797,9.77583417719822,6.48199805774439,6.43416196595534,7.00087574517324,6.85218729813597,7.40242799077126,7.05926809593962,7.6820154737009,7.57162098719878
"YLR251W/YLR252W","TAL1","Transaldolase, enzyme in the non-oxidative pentose phosphate pathway  converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate","0 1 0 0 1 0 1 0 0 0 1 0 ",2.54574386199817,2.88471474960837,4.99497991739314,5.31254770916682,6.89495190634762,6.76003321241244,7.18949844562469,6.74913584308719,2.98973196675459,2.78324945605046,4.1726737490781,3.7202872800651,3.13240584063472,4.42382480134964,4.77811290125124,4.58883459630113
"YNL092W","ZIM17","Heat shock protein with a zinc finger motif  essential for protein import into mitochondria  may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix","0 1 0 0 1 0 1 0 0 0 1 1 ",2.82052194804637,2.52519319665085,4.53115947032565,4.32434113286832,6.17605086724337,5.93741382014918,6.64817734848313,6.05546381322263,3.51838837179008,2.78324945605046,4.1726737490781,3.15306794075914,3.53396390826313,4.14840755843641,4.58791593110475,4.69435228080837
"YLR132C","PER33","Protein that localizes to the endoplasmic reticulum with some nuclear pore complex association  deletion extends chronological lifespan  highly conserved across species, orthologous to human TMEM33 and paralogous to Pom33p","0 1 0 0 1 0 1 0 0 1 ",1.11358541042994,0.498003032684656,3.55137065906575,3.05871126994827,5.621429423082,5.49358979256366,5.91138084424882,5.60390359715018,1.70302857055831,2.58249907500335,3.69764722749751,1.87132487876257,2.57403016256414,2.02017780502171,4.48250519285922,2.93173777976959
"YAL061W","RBG1","Member of the DRG family of GTP-binding proteins  associates with translating ribosomes  interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid","0 1 0 0 1 0 1 0 1 0 ",2.68966487713117,2.77453767415111,4.58485322678844,5.12159331996016,7.09954218267658,6.89570393821264,6.16816773529945,5.63228300549222,3.65886165556307,2.95944724969486,3.83184968862933,3.49515804957865,4.83130703363808,3.93043126039258,5.35734694329166,3.90056576938709
"YOL084W","PNO1","Essential nucleolar protein required for pre-18S rRNA processing, interacts with Dim1p, an 18S rRNA dimethyltransferase, and also with Nob1p, which is involved in proteasome biogenesis  contains a KH domain","0 1 0 0 1 0 1 0 1 1 ",1.47320055153963,1.32095788274497,3.03858678229609,3.72891103341051,6.29187072339444,6.29100196633721,5.85096307369847,5.75350404226662,1.41679049473556,1.43874833602908,2.04292277697652,1.15735078677707,2.57403016256414,3.36081959915999,2.82867050257864,1.99213119315207
"YPR154W","BSP1","Adapter that links synaptojanins Inp52p and Inp53p to the cortical actin cytoskeleton","0 1 0 0 1 0 1 1 0 0 0 0 0 ",4.36037459057881,5.0163636122657,6.66037139977845,6.74798554549749,9.19760236116441,9.41181154094654,8.54090603805596,8.71963956415254,4.80037335462139,4.84016290498847,5.67018486554146,5.44786178744297,6.95598016162105,6.58596177021545,7.03124765840414,6.7311229232205
"YML128C","GIS4","CAAX box containing protein of unknown function, proposed to be involved in the RAS/cAMP signaling pathway","0 1 0 0 1 0 1 1 0 0 0 0 1 ",2.00052624383334,2.52519319665085,4.87079000540235,4.18475015644081,6.46337582617349,6.8369749146748,6.42804457218124,7.15332053933993,1.41679049473556,2.5088548323959,3.69764722749751,2.59431761683047,4.9673070080685,4.33773165012533,5.29644542940918,5.27324317165948
"YMR169C","AIM34","Protein of unknown function  GFP-fusion protein localizes to the mitochondria  null mutant is viable and displays reduced frequency of mitochondrial genome loss","0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 ",2.68966487713117,2.65524559533371,4.73489400222375,5.12159331996016,6.00145022201796,6.41663974864529,7.30096859202272,7.41661991946458,2.32585331197186,2.90307227905614,4.27046872568484,3.77147894189177,5.7494549235062,4.85419286626891,5.8564669463475,5.27324317165948
"YLL039C","BPT1","ABC type transmembrane transporter of MRP/CFTR family, found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p","0 1 0 0 1 0 1 1 0 0 0 1 0 0 1 ",5.6421891447974,5.90832301598039,8.48396172512855,8.49671735072875,10.2266099576723,10.3903478546482,10.7917332976934,10.8050803957348,5.86624290962206,5.83192479536138,7.48117287337837,7.40370214433079,9.11565348270156,8.61467725605719,9.65928639895075,9.3288689182831
"YPL240C","ULP1","Protease that specifically cleaves Smt3p protein conjugates  required for cell cycle progression  associates with nucleoporins and may interact with septin rings during telophase  sequestered to the nucleolus under stress conditions","0 1 0 0 1 0 1 1 0 0 0 1 0 1 0 ",8.74313267096194,9.10722395889412,12.1540655682816,12.5771493390985,13.1441475462907,13.250519057692,13.5595804956873,13.6152121434178,8.90925542285315,9.28244567487506,10.9566895129094,10.8117678367409,11.8449244411188,11.2562418458556,12.6243453263001,11.8367806962283
"YER103W","TYW3","tRNA methyltransferase required for synthesis of wybutosine, a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions","0 1 0 0 1 0 1 1 0 0 0 1 0 1 1 ",6.46813572656225,7.70632394396881,11.9402680783378,12.4716038931659,14.2061247383919,14.2390229060972,15.1211992805347,14.8435138207333,7.26528146564458,7.95438701312609,10.709953627996,10.4492179740985,11.4471179483018,11.2206044120594,13.2033339216307,11.942297069864
"YKL151C","IXR1","Protein that binds DNA containing intrastrand cross-links formed by cisplatin, contains two HMG (high mobility group box) domains, which confer the ability to bend cisplatin-modified DNA  mediates aerobic transcriptional repression of COX5b","0 1 0 0 1 0 1 1 0 0 0 1 1 ",3.34012058379847,4.23183545686654,5.6271296412751,6.00842570045047,6.86125729265925,7.13388779414967,7.52051219259819,7.53031525524533,3.78686267639309,4.06356636004524,5.05366428112167,5.05202512174438,6.14328262208692,5.49466854013856,5.93847779585571,4.97124900157431
"YJL052W","YJR054W","Vacuolar protein of unknown function  potential Cdc28p substrate","0 1 0 0 1 0 1 1 0 0 1 0 0 ",4.12742089846176,4.145937158644,5.6271296412751,5.59582291701505,7.80709250995983,8.02886527629668,8.56461449756196,8.66745837669517,4.60580590902119,4.79440489024243,4.60636291678855,5.24548467566045,7.08119513613271,6.07614770541393,6.59861296278313,6.04577148285648
"YOR347C","YVC1","Vacuolar cation channel, mediates release of Ca(2+) from the vacuole in response to hyperosmotic shock","0 1 0 0 1 0 1 1 0 0 1 0 1 ",3.25010588105156,2.77453767415111,4.63662012518361,5.29001558484299,6.88156834579997,7.1419968506379,7.21967784256063,7.03075761849448,3.09240914966689,3.21236257734198,3.54966853553218,4.08649838092502,6.19961005299467,5.41282021410071,6.0897133369789,5.83119128725867
"YBR085C-A","IPP1","Cytoplasmic inorganic pyrophosphatase (PPase), homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed and essential for viability, active-site residues show identity to those from E. coli PPase","0 1 0 0 1 0 1 1 0 0 1 1 ",1.76082359736017,2.04523753619124,4.29384725541758,3.91711269527844,6.19781242684777,7.1379480197786,7.36717695496216,7.89190040303994,2.48531105812608,3.46690986045824,2.98466135384707,4.00328734947619,5.95976566670807,5.93668161553535,5.81364433442636,5.96372829163981
"YBL075C","HAP3","Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression  contains sequences contributing to both complex assembly and DNA binding","0 1 0 0 1 0 1 1 0 1 0 0 ",6.21808400564849,6.51657305261412,7.40545689879314,7.78257622317015,8.80781146330153,9.22118004165763,10.6105601540234,10.8112994625748,6.18945517641635,6.53499197461691,7.49135009195746,7.08246867609156,8.38897537080492,8.10388234307278,9.64103160645755,8.908603905694
"YOR185C","UTP23","Essential nucleolar protein that is a component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis  has homology to PINc domain protein Fcf1p, although the PINc domain of Utp23p is not required for function","0 1 0 0 1 0 1 1 0 1 0 1 0 0 ",4.56089019185434,4.63009026332224,5.67742734014579,6.17753821600668,7.36296799013906,7.32051080735809,8.17253850311843,8.45947066847241,4.38084633971449,4.48441550441963,4.60636291678855,5.39986627309489,5.50316667268448,5.74930818028605,7.19034931023526,6.54617515148952
"YLR178C","XDJ1","Putative chaperone, homolog of E. coli DnaJ, closely related to Ydj1p  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","0 1 0 0 1 0 1 1 0 1 0 1 0 1 ",4.92318962479889,4.99195223288564,7.09906029240124,8.18491817638525,9.44739172438634,9.59427391148865,11.1524574654995,10.6212935527642,4.6736194440749,5.24353942567904,5.99026341485651,6.23014837574195,7.22382518820647,6.50926818505722,9.61943824380806,7.37932926825217
"YML054C","RRN11","Component of the core factor (CF) rDNA transcription factor complex  CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p","0 1 0 0 1 0 1 1 0 1 0 1 1 ",2.20601903775868,1.32095788274497,3.31764244317142,4.32434113286832,7.20000483026068,7.29164324889905,8.62674689171115,8.06843665583143,1.41679049473556,1.96465216937914,3.3847583004613,2.20502453406868,3.8477434750795,4.04353224513521,6.57316458101857,4.79267567486375
"YHR096C","EPS1","ER protein with chaperone and co-chaperone activity, involved in retention of resident ER proteins  has a role in recognizing proteins targeted for ER-associated degradation (ERAD), member of the protein disulfide isomerase family","0 1 0 0 1 0 1 1 0 1 1 0 ",1.47320055153963,1.84172410004333,2.69228818817556,3.43238358387173,6.30195293761306,6.50731386967092,7.78554251118294,7.53783566918598,-0.132698463575996,0.861247232201305,2.98466135384707,2.80553451278418,3.13240584063472,4.65499748361837,4.86456648942159,3.90056576938709
"YDL204W","NGG1","Transcriptional regulator involved in glucose repression of Gal4p-regulated genes  component of transcriptional adaptor and histone acetyltransferase complexes, the ADA complex, the SAGA complex, and the SLIK complex","0 1 0 0 1 0 1 1 0 1 1 1 ",3.25010588105156,3.48372742118364,4.87079000540235,4.64156342069411,5.75952765906006,6.42330889762074,7.3563510852829,7.39607861624297,2.87918342357242,2.78324945605046,3.9546239036051,3.86871540415376,5.31200313384786,5.57212161063785,5.89805503703805,4.47498610903127
"YNL237W","NAR1","Component of the cytosolic iron-sulfur (FeS) protein assembly machinery, required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress  homologous to human Narf","0 1 0 0 1 0 1 1 1 0 ",2.82052194804637,1.84172410004333,3.43923461552825,3.34764264322934,5.0808146208501,5.37475417748422,5.5233495430642,5.40443606311518,1.94176948797677,1.85004061583982,3.3847583004613,1.4364521207373,4.51350563788634,4.04353224513521,4.77811290125124,3.49599395526829
"YMR175W","DFG5","Putative mannosidase, essential glycosylphosphatidylinositol (GPI)-anchored membrane protein required for cell wall biogenesis in bud formation, involved in filamentous growth, homologous to Dcw1p","0 1 0 0 1 0 1 1 1 1 0 ",2.00052624383334,1.60471198807282,3.03858678229609,2.94793299223658,4.54867144453441,4.35847871200393,5.14983460369494,5.38788651442337,2.14655549792551,1.27069230466475,3.83184968862933,2.98974076665275,3.8477434750795,3.8077036166445,3.79516305402795,2.93173777976959
"YNL015W","CPR8","Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues  similarity to Cpr4p suggests a potential role in the secretory pathway","0 1 0 0 1 0 1 1 1 1 1 ",2.68966487713117,2.52519319665085,4.41737737538752,3.97475977146272,5.46869912605292,6.16137073961462,5.54257843544457,6.33986435884273,2.98973196675459,1.72553212184585,3.3847583004613,3.61210957856226,4.32380099190725,4.24617299070588,4.24531957787576,3.90056576938709
"YBR214W","AIM5","Protein of unknown function  the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies  null mutant displays elevated frequency of mitochondrial genome loss","0 1 0 0 1 1 0 0 0 ",4.17711818329169,4.00666548260429,6.43039802332129,6.20188198302619,7.54377042243996,7.92930212993674,6.70901242845422,7.22028445965797,3.59033405065641,3.54267059587825,3.69764722749751,4.89929766343764,4.51350563788634,5.60934265707783,6.35159564811443,6.8270524176808
"YGR088W","DOG1","2-deoxyglucose-6-phosphate phosphatase, similar to Dog2p, member of a family of low molecular weight phosphatases  confers 2-deoxyglucose resistance when overexpressed, in vivo substrate has not yet been identified","0 1 0 0 1 1 0 0 1 0 0 0 0 ",3.34012058379847,2.52519319665085,6.24271409739352,6.67160306095403,8.2487883216078,8.31006958593141,7.9708407223523,7.70414104265412,2.7594557128648,2.95944724969486,4.27046872568484,4.12637069080641,4.6811394861419,5.57212161063785,6.05336462466096,5.92088804700723
"YMR250W","HSH155","U2-snRNP associated splicing factor that forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation  similarity to the mammalian U2 snRNP-associated splicing factor SAP155","0 1 0 0 1 1 0 0 1 0 0 0 1 0 ",2.38585820173156,2.22355946070603,5.9265041033899,6.33990149051963,7.84551135994129,8.12404705906415,7.86406980476812,8.02092973508897,2.48531105812608,2.34922825750319,4.27046872568484,3.7202872800651,5.41074884254673,4.72449705093089,5.72398623257594,5.57902341161052
"YOR374W","ATF1","Alcohol acetyltransferase with potential roles in lipid and sterol metabolism  responsible for the major part of volatile acetate ester production during fermentation","0 1 0 0 1 1 0 0 1 0 0 0 1 1 ",3.84946960930304,3.85249836711153,7.04261406122485,7.39092654906926,8.56570741259998,8.80608643866004,8.4316957700562,8.62395718785924,4.01312821957625,3.71630444069891,5.10758718141334,5.49431186475027,6.08466632065535,5.78227619886748,6.62362021846981,6.68065504803255
"YBR169C","YBR056W","Putative cytoplasmic protein of unknown function","0 1 0 0 1 1 0 0 1 0 0 1 0 ",4.36037459057881,4.31290548633799,7.07111322040839,7.42751466930006,8.79001323203603,8.94001051677967,9.05102956150718,9.05974509314697,4.6736194440749,4.63046159282098,6.01868740432735,6.18366133915081,5.95976566670807,6.38599538322433,7.75172865543826,7.67835947915654
"YGL037C","BUD9","Protein involved in bud-site selection  mutant has increased aneuploidy tolerance  diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern, and bud at the distal pole","0 1 0 0 1 1 0 0 1 0 0 1 1 ",6.64631914036762,6.94311485755832,10.2903774889649,10.6458015269194,11.6927529400863,11.8437418625926,11.7782282226996,11.854723864428,7.15097449222819,7.17292809973098,8.75792522629407,9.30828242222763,9.18704763780485,9.54611900063991,10.4992762578905,10.2932467063137
"YFR052C-A/YFR053C","NUT1","Component of the RNA polymerase II mediator complex, which is required for transcriptional activation and also has a role in basal transcription","0 1 0 0 1 1 0 0 1 0 1 0 0 0 ",3.78682247506298,4.80842495160718,9.53024679878834,9.90940134557056,11.4590450641548,11.5750355583122,10.8220490984005,10.8155595727611,4.45979517461462,5.06235303452973,6.61059559624312,6.6887017754441,8.04911977393077,7.63855988586703,9.56238129469947,9.05446603246677
"YER067W","TRP5","Tryptophan synthase, catalyzes the last step of tryptophan biosynthesis  regulated by the general control system of amino acid biosynthesis","0 1 0 0 1 1 0 0 1 0 1 0 0 1 ",3.65272454290706,4.00666548260429,8.40406833210764,8.46438138271368,10.3532103901143,10.5188955653352,8.94663355495915,9.32936508535797,4.25367943641592,4.77882392176275,5.74013404045987,5.80803396743495,6.54220560134087,6.52882717721054,7.57069129168311,7.80155357121007
"YLR327C","YLR157C-B/YLR157C-A","Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes/Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag","0 1 0 0 1 1 0 0 1 0 1 0 1 0 ",2.94049063294212,3.85249836711153,9.40524021489108,9.14383958907761,11.8558344169225,11.8477757162413,10.2574812346367,10.5346787339029,4.45979517461462,5.10045649778543,6.41061683718586,6.66182080020574,6.35648879807393,6.8574910081904,8.41329156689741,7.45634990637758
"YER150W","HSF1","Trimeric heat shock transcription factor, activates multiple genes in response to stresses that include hyperthermia  recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats  posttranslationally regulated","0 1 0 0 1 1 0 0 1 0 1 0 1 1 ",2.20601903775868,2.88471474960837,6.66037139977845,6.9045034492081,9.00738417530101,9.23356520464166,8.61770923974169,8.82635693432035,3.84684188808979,3.61465059571923,4.52943331899971,5.13254773268337,5.5900190259298,5.53391478482645,6.57316458101857,6.00533301277229
"YCL042W/YCL040W","SYP1","Protein of unknown function that is involved in endocytic site formation  may regulate assembly and disassembly of the septin ring  colocalizes and interacts with septin subunits  potential role in actin cytoskeletal organization","0 1 0 0 1 1 0 0 1 0 1 1 0 ",5.9868256072355,6.53358609337458,10.1964849024133,10.7428384370582,11.3288887214233,11.3119196960947,11.7554901552657,11.5036498683077,7.44581704725759,7.32281539961992,8.53008339899349,8.48514783729731,9.3576567287567,8.81117127921885,9.69806344124495,9.15493333394778
"YDR001C","STF1","Protein involved in regulation of the mitochondrial F1F0-ATP synthase  Stf1p and Stf2p may act as stabilizing factors that enhance inhibitory action of the Inh1p protein","0 1 0 0 1 1 0 0 1 0 1 1 1 ",3.90950921021326,4.7801916543291,7.07111322040839,7.31484310458841,8.05971048578793,8.37515211761112,8.23887703492398,8.2257070231261,4.6736194440749,4.68162979414429,5.4373495970982,5.38350626299787,6.25382066919948,5.57212161063785,6.12516870494231,6.16070063411865
"YHR087W","QDR2","Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin  may have a role in potassium uptake","0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 ",3.15409889978277,4.56538558106955,8.7625900649856,9.01924075709017,10.9115477806469,10.8030621081972,10.7937408550872,10.4975585239972,4.06455433164277,4.23322182176616,5.2097390250789,5.43204003398684,6.30606782691832,6.29754334133023,8.44169304068954,7.10095618474154
"YPR160W/YPR160W-A","PRP4","Splicing factor, component of the U4/U6-U5 snRNP complex","0 1 0 0 1 1 0 0 1 1 0 0 0 0 1 ",1.76082359736017,3.55211214617395,7.56759176239491,7.66929303200034,9.76782168846539,9.62786342479686,10.4625710020852,9.69741975472716,2.7594557128648,3.50528747719589,4.52943331899971,3.95980998845224,4.83130703363808,4.9149153236947,7.64585354516105,5.73554591986708
"YBR126C","CSG2","Endoplasmic reticulum membrane protein, required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations","0 1 0 0 1 1 0 0 1 1 0 0 0 1 ",6.51720085984487,6.4553959716488,8.84741704395709,9.05141374696104,10.0768541091261,9.99430596661419,10.6426585507125,10.0612623526274,6.36380475373551,6.50215878897205,7.28452141979531,7.60055679155559,7.62442298148809,7.65645263731442,9.28908827825052,8.26255597783784
"YLR149C","RGR1","Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme  required for glucose repression, HO repression, RME1 repression and sporulation","0 1 0 0 1 1 0 0 1 1 0 0 1 0 ",3.34012058379847,2.98707142524001,5.77304927377689,6.15277661628823,7.28886441856136,7.44371045492521,7.58220999141952,7.22495073339856,2.7594557128648,3.01370189782432,4.1726737490781,3.36788285463439,4.9673070080685,3.93043126039258,5.81364433442636,5.57902341161052
"YNL274C","HHT2","Histone H3, core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing  one of two identical histone H3 proteins (see HHT1)  regulated by acetylation, methylation, and phosphorylation","0 1 0 0 1 1 0 0 1 1 0 0 1 1 ",2.38585820173156,2.38224508085432,4.35693406314083,5.01571755594448,6.08556562109179,6.31271618432766,6.47883871923214,6.59905731634681,2.14655549792551,2.16971690332215,3.19853527162545,3.22828336776669,3.13240584063472,2.70997418757244,4.86456648942159,4.35137772222306
"YER062C","YER181C","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative data  extensively overlaps a Ty1 LTR  protein product is detected in highly purified mitochondria in high-throughput studies","0 1 0 0 1 1 0 0 1 1 0 1 0 ",6.08121249703481,5.58835248204345,7.48527552038558,7.80261232533726,9.1383482469689,8.74217784529793,9.56751731787346,9.341233189465,5.32802226786872,4.82507091718752,6.04656218717714,5.99194084793453,6.08466632065535,6.34244713360278,7.63359529855277,6.7311229232205
"YOR052C","YOL097W-A","Putative protein of unknown function  identified by expression profiling and mass spectrometry","0 1 0 0 1 1 0 0 1 1 0 1 1 ",6.43787517024199,6.24426869146611,8.924932115066,9.38218002064028,10.1992258336652,9.81636824969989,10.9472714044393,10.0501302661055,6.31154895577469,5.93392743985346,7.17513521255,6.74100625859242,6.58512579954433,6.81032056304402,8.89113337516283,7.61257889446683
"YGR248W","EPT1","sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase  not essential for viability","0 1 0 0 1 1 0 0 1 1 1 0 ",0.633462268027876,1.60471198807282,6.27573971512073,6.32889099113189,7.96453846346089,8.06556474359396,8.41874576361191,8.0553964403474,-0.132698463575996,1.96465216937914,3.69764722749751,3.7202872800651,3.13240584063472,4.04353224513521,5.62838482130356,4.21617781624254
"YNL194C","YDJ1","Type I HSP40 co-chaperone involved in regulation of the HSP90 and HSP70 functions  involved in protein translocation across membranes  member of the DnaJ family","0 1 0 0 1 1 0 0 1 1 1 1 ",-0.0912033631446799,0.967381375985138,4.29384725541758,4.90145207263865,6.93437339472119,6.31271618432766,6.61222687194835,5.54541303094796,-1.61619152264643,-0.116597355359794,1.5139599284954,1.15735078677707,1.65097151713143,2.96097131863272,4.11029524901722,1.99213119315207
"YEL011W","CDC26","Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition","0 1 0 0 1 1 0 1 0 0 0 ",2.94049063294212,2.88471474960837,6.12078064026942,6.68029246838298,7.76762251340887,7.59609921323114,6.8313282008106,6.05546381322263,1.94176948797677,2.71938689701785,3.83184968862933,3.86871540415376,5.41074884254673,4.9149153236947,4.86456648942159,3.90056576938709
"YFR017C","SCS3","Protein required for inositol prototrophy, identified as an ortholog of the FIT family of proteins involved in triglyceride droplet biosynthesis  disputed role in the synthesis of inositol phospholipids from inositol","0 1 0 0 1 1 0 1 0 0 1 0 0 ",3.90950921021326,3.67986376541538,7.44228638400956,7.45309234800067,8.26176010019054,8.3172487587316,7.12079419762545,7.03607778224375,3.72428128867383,3.92887456731223,5.05366428112167,5.28124759632229,5.82301805349345,5.13507749745642,5.93847779585571,5.83119128725867
"YJL144W","POL31","DNA polymerase III (delta) subunit, essential for cell viability  involved in DNA replication and DNA repair","0 1 0 0 1 1 0 1 0 0 1 0 1 ",4.12742089846176,4.31290548633799,8.83915529968035,8.83112129314468,9.51937014910704,9.5868671943517,7.71101695719602,8.2257070231261,3.44266565733344,3.98426918587984,5.47885944137142,5.52446799777952,6.08466632065535,5.64562751575627,6.69614182971752,6.60148022625076
"YOL032W","HEM15","Ferrochelatase, a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway","0 1 0 0 1 1 0 1 0 0 1 1 ",3.90950921021326,4.23183545686654,7.58086582579622,7.47822444586095,8.44806563560222,8.43742495527419,7.26668899618208,7.57851148638592,3.44266565733344,4.52233629126689,5.05366428112167,5.56855226497571,5.7494549235062,5.18524170922769,6.25887037752362,5.633106533943
"YAL005C","SAW1","Protein involved in Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during double-strand break repair via single-strand annealing  green fluorescent protein (GFP)-fusion protein localizes to the nucleus","0 1 0 0 1 1 0 1 0 1 0 0 ",10.8491674674814,11.257890367591,14.1133865259527,14.6461499898967,14.9969636058365,15.4230345073903,14.8870493207521,14.9662473417428,11.6742137424366,11.8664327917725,12.6491031857916,12.8749344461592,12.164396668228,12.4316718094291,13.1750663948592,12.8167726880151
"YEL039C","YER137W-A","Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data","0 1 0 0 1 1 0 1 0 1 0 1 0 ",2.00052624383334,3.41193921769231,7.7896297495461,7.99946474880854,8.93472824446461,9.12933460413422,8.09651101434224,8.15900022195166,2.7594557128648,3.42748338317955,5.25822468277411,5.07258101923428,4.51350563788634,5.32604762423474,6.38122537907829,5.96372829163981
"YDR342C","LCB2","Component of serine palmitoyltransferase, responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine","0 1 0 0 1 1 0 1 0 1 0 1 1 ",2.54574386199817,3.33639093087799,7.92590002387644,8.31056871977446,9.50307562384369,9.64579581097679,7.98496660391142,8.06583802511123,3.09240914966689,3.3452429519761,5.59667061277981,5.36695860213231,4.51350563788634,5.02919206700587,6.46662950709515,5.52283361436761
"YIL113W","GIP2","Putative regulatory subunit of the protein phosphatase Glc7p, involved in glycogen metabolism  contains a conserved motif (GVNK motif) that is also found in Gac1p, Pig1p, and Pig2p","0 1 0 0 1 1 0 1 0 1 1 0 ",2.68966487713117,3.55211214617395,6.76873994255509,7.25211470658625,7.21074746445436,7.00199414910021,6.55656350569296,6.13695037792768,2.7594557128648,3.42748338317955,4.87863350359969,3.91498156315546,3.8477434750795,4.50506836665924,5.72398623257594,4.47498610903127
"YDR074W","SUM1","Transcriptional repressor required for mitotic repression of middle sporulation-specific genes  also acts as general replication initiation factor  involved in telomere maintenance, chromatin silencing  regulated by pachytene checkpoint","0 1 0 0 1 1 0 1 0 1 1 1 ",5.6421891447974,5.11007699059263,8.58623341298721,8.85049885186768,9.62152516140771,9.43509709377656,8.83408985210549,8.48886743871186,5.17264053072469,5.23214315901523,5.74013404045987,5.86806229735166,5.89301147764355,5.99409578618614,7.9818900598209,7.31460807325878
"YBR101C","CHS3","Chitin synthase III, catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin  required for synthesis of the majority of cell wall chitin, the chitin ring during bud emergence, and spore wall chitosan","0 1 0 0 1 1 0 1 1 0 ",7.77481602576198,7.7936542324582,10.426193091102,10.7097985316032,11.6298585277434,11.4724594581386,10.296940233219,9.91733071960818,7.88542381193594,7.7195426104033,8.22320393472103,7.72263764183862,7.98646298301517,7.43592961664191,8.45568682159046,7.78969690354645
"YMR105C","DAT1","DNA binding protein that recognizes oligo(dA).oligo(dT) tracts  Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding  not essential for viability","0 1 0 0 1 1 0 1 1 1 0 0 ",4.22516037494018,5.06398108710001,9.70560286880381,9.75960669724372,11.0803019920323,11.2013164297261,9.85776434039552,10.2938991448892,5.48725321050911,4.98298727309004,5.80684798068893,5.33328275576807,5.95976566670807,6.36438556705099,7.3336348781769,6.57409268458497
"YHR104W","STH1","ATPase component of the RSC chromatin remodeling complex  required for expression of early meiotic genes  essential helicase-related protein homologous to Snf2p","0 1 0 0 1 1 0 1 1 1 0 1 0 ",6.74847991492539,6.78870505693306,9.83171785052585,10.1489120001586,11.310279421252,11.3217692788666,11.4446263896389,11.2517418881077,6.91919033465493,6.80104198744583,7.91836068842194,7.65949504209545,7.86980580705869,7.87086886367222,8.66890614181178,7.72890632949406
