Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
NR_101757,1243,ZK930.15,,3.0,1.0,50.0,0.333333333333
NM_064138,3348,ZK930.2,Protein ZK930.2,2097.0,935.0,21.1016042781,0.445875059609
NM_001027364/NM_001027365,4744,vab-23,"Protein VAB-23, isoform a/Protein VAB-23, isoform b",419.0,219.0,34.1369863014,0.522673031026
NM_001267394/NM_001267393,7957,ZK930.1,"Protein ZK930.1, isoform b/Protein ZK930.1, isoform a",9131.0,8829.0,51.5675614452,0.966925856971
NM_001129177/NM_001267395/NM_064144,15886,lin-29,"Protein LIN-29, isoform b/Protein LIN-29, isoform c/Protein LIN-29, isoform a",980.0,487.0,43.8542094456,0.49693877551
NR_051773,1074,W03C9.11,,0.0,0.0,NA,NA
NM_064146,2049,W03C9.1,Protein W03C9.1,309.0,181.0,26.729281768,0.585760517799
NM_064148,2248,rab-7,Protein RAB-7,15735.0,14206.0,32.173095875,0.902828090245
NM_064149,1334,W03C9.5,Protein W03C9.5,14719.0,7485.0,34.6856379426,0.508526394456
NM_064151,2306,acbp-6,Protein ACBP-6,5657.0,3551.0,30.195156294,0.627717871663
NM_182170,2603,Y17G7B.21,Protein Y17G7B.21,8313.0,7551.0,34.3595550258,0.908336340671
NM_001129179/NM_001129180/NM_182251/NM_001267399/NM_001267398,2245,Y17G7B.20,"Protein Y17G7B.20, isoform b/Protein Y17G7B.20, isoform c/Protein Y17G7B.20, isoform a/Protein Y17G7B.20, isoform e/Protein Y17G7B.20, isoform d",14059.0,12252.0,32.8826314071,0.871470232591
NM_001027245/NM_001027246,5936,mcm-2,"Protein MCM-2, isoform a/Protein MCM-2, isoform b",26750.0,24472.0,29.3630271331,0.914841121495
NR_051774,1138,Y17G7B.24,,0.0,0.0,NA,NA
NM_064160,2826,Y17G7B.8,Protein Y17G7B.8,396.0,341.0,33.9560117302,0.861111111111
NM_064161,8825,cyn-16,Protein CYN-16,4141.0,2900.0,35.3427586207,0.700313933832
NM_064162,2879,tpi-1,Protein TPI-1,18469.0,17161.0,36.2875706544,0.92917862364
NR_101758,1190,Y17G7B.25,,0.0,0.0,NA,NA
NM_064166,3295,arrd-7,Protein ARRD-7,597.0,356.0,39.3651685393,0.596314907873
NM_001027242/NM_001027241,17560,cnt-1,"Protein CNT-1, isoform b/Protein CNT-1, isoform a",6929.0,6668.0,40.5728854229,0.962332226873
NM_064170,8228,Y17G7B.17,Protein Y17G7B.17,20358.0,18625.0,43.4317315436,0.914873759701
NM_064172/NM_064171,4824,Y17G7B.18,"Protein Y17G7B.18, isoform a/Protein Y17G7B.18, isoform b",4760.0,2672.0,31.4700598802,0.561344537815
NM_064173,5280,Y17G7B.19,Protein Y17G7B.19,105.0,84.0,30.369047619,0.8
NM_064177--1-of-2/NM_064174--1-of-2,1625,Y43F11A.4/Y43F11A.1,Protein Y43F11A.4/Protein Y43F11A.1,330.0,304.0,42.2138157895,0.921212121212
NM_064178,16785,set-24,Protein SET-24,1330.0,735.0,29.7197278912,0.552631578947
NR_049991/NM_064189/NM_064191/NM_064192/NM_001129193/NM_001276749/NM_001267407/NM_001267406/NM_064193/NM_064200/NM_064201/NM_064202/NM_064204/NM_064205/NM_064210/NR_051780/NM_001267410/NM_001267409/NM_001267408/NR_051781/NM_064215/NM_064222/NR_051787/NR_101761/NR_051790/NM_064223/NR_051791--1-of-3/NR_052067--1-of-3/NR_070392--2-of-18/NR_070391--4-of-20/NR_070520--1-of-3/NM_064224/NM_064226/NR_051793/NM_064229/NM_001027042/NR_051794/NM_064230/NR_051795,232587,F32B5.10/Y57A10A.13/polg-1/Y57A10A.16/pqn-87/tag-276/Y57A10A.25/Y57A10A.10/Y57A10A.27/Y57A10A.28/C50E10.1/C50E10.12/C50E10.2/sre-53/ras-1/linc-164/C44C11.4/Y57A10B.1/Y57A10B.8/Y92C3A.9/B0344.3/B0344.4/R11B5.8/Y57A10B.2/sre-42/Y57A10B.10/Y57A10B.7/F57G9.7/21ur-14127/sre-29/21ur-15291,"Protein Y57A10A.13/Protein POLG-1/Protein Y57A10A.16/Protein PQN-87, isoform b/Protein PQN-87, isoform e/Protein PQN-87, isoform d/Protein PQN-87, isoform c/Protein PQN-87, isoform a/Protein TAG-276/Protein Y57A10A.25/Protein Y57A10A.10/Protein Y57A10A.27/Protein Y57A10A.28/Protein C50E10.1/Protein C50E10.2, isoform a/Protein C50E10.2, isoform c/Protein C50E10.2, isoform b/Protein SRE-53/Protein RAS-1, isoform a/Protein Y57A10B.1/Protein Y57A10B.2/Protein SRE-42/Protein Y57A10B.7/Protein F57G9.7/Protein SRE-29",60017.0,49515.0,42.1199030597,0.825016245397
NM_064231,2544,sre-30,Protein SRE-30,8.0,3.0,83.6666666667,0.375
NM_064232,2890,sre-31,Protein SRE-31,6.0,5.0,14.8,0.833333333333
NM_064233,1798,F57G9.3,Protein F57G9.3,107.0,83.0,32.5542168675,0.775700934579
NM_064234,1771,Y57A10C.1,Protein Y57A10C.1,89.0,23.0,52.1739130435,0.258426966292
NM_001027310,1839,Y57A10C.11,Protein Y57A10C.11,118.0,64.0,36.328125,0.542372881356
NM_064235,2947,sre-27,Protein SRE-27,5.0,5.0,48.0,1.0
NM_064236,2454,sre-26,Protein SRE-26,0.0,0.0,NA,NA
NM_064238,3083,daf-22,Protein DAF-22,4752.0,2629.0,32.8607835679,0.553240740741
NM_064239,2961,Y57A10C.8,Protein Y57A10C.8,0.0,0.0,NA,NA
NM_064240,2524,dct-12,Protein DCT-12,1.0,1.0,55.0,1.0
NM_064241,3239,Y57A10C.9,Protein Y57A10C.9,77.0,50.0,23.54,0.649350649351
NM_064242,2133,Y57A10C.10,Protein Y57A10C.10,0.0,0.0,NA,NA
NM_064244,2661,W05H5.1,Protein W05H5.1,2.0,2.0,75.5,1.0
NR_051796,1213,W05H5.9,,0.0,0.0,NA,NA
NM_064247,2262,sre-35,Protein SRE-35,3.0,3.0,15.0,1.0
NM_064249,2750,sre-32,Protein SRE-32,10.0,4.0,38.75,0.4
NM_064256,2645,F15A4.5,Protein F15A4.5,52.0,42.0,42.4047619048,0.807692307692
NM_182152/NM_064259/NM_001267415,4404,F15A4.8,"Protein F15A4.8, isoform b/Protein F15A4.8, isoform a/Protein F15A4.8, isoform c",9.0,9.0,44.6666666667,1.0
NM_064260,2321,arrd-9,Protein ARRD-9,186.0,174.0,28.9655172414,0.935483870968
NM_064262,1477,F15A4.10,Protein F15A4.10,1473.0,905.0,32.920441989,0.61439239647
NM_064264/NR_051798/NR_070392--1-of-18/NR_070391--3-of-20,2295,col-85/T21B4.19/B0344.3/B0344.4,Protein COL-85,120.0,40.0,33.8,0.333333333333
NM_064265,1811,T21B4.3,Protein T21B4.3,1.0,1.0,48.0,1.0
NM_001047345/NM_001047344,6460,ador-1,"Protein ADOR-1, isoform b/Protein ADOR-1, isoform a",19.0,19.0,25.4210526316,1.0
NM_064270,2084,srh-69,Protein SRH-69,1.0,1.0,49.0,1.0
NM_064271,2429,srh-61,Protein SRH-61,1.0,1.0,39.0,1.0
NM_064272,2106,srh-70,Protein SRH-70,49.0,48.0,38.75,0.979591836735
NR_101763,1074,T21B4.21,,2481.0,2266.0,39.7277140335,0.913341394599
NR_051801,1083,F49C5.13,,2.0,0.0,NA,0.0
NM_001027013,2880,F49C5.9,Protein F49C5.9,7.0,6.0,38.8333333333,0.857142857143
NM_064279,1484,F49C5.5,Protein F49C5.5,0.0,0.0,NA,NA
NM_001267419,3233,F49C5.12,Protein F49C5.12,2.0,2.0,51.5,1.0
NM_064283,1426,Y38E10A.1,Protein Y38E10A.1,1.0,1.0,15.0,1.0
NM_064284,2839,Y38E10A.2,Protein Y38E10A.2,0.0,0.0,NA,NA
NM_064285,1732,Y38E10A.3,Protein Y38E10A.3,107.0,105.0,40.3523809524,0.981308411215
NM_064286,3014,clec-8,Protein CLEC-8,824.0,583.0,38.5162950257,0.707524271845
NM_064287,3637,clec-4,Protein CLEC-4,224.0,131.0,30.6717557252,0.584821428571
NM_001027258/NM_001027257,22305,ceh-100,"Protein CEH-100, isoform b/Protein CEH-100, isoform a",11391.0,9590.0,27.4952033368,0.841892722325
NM_064292,2723,lips-16,Protein LIPS-16,477.0,453.0,61.8101545254,0.949685534591
NM_001027254,1270,nspe-6,Protein NSPE-6,5.0,5.0,70.0,1.0
NR_101764,1130,Y38E10A.32,,0.0,0.0,NA,NA
NM_001027255,1216,nspe-2,Protein NSPE-2,105.0,57.0,31.3333333333,0.542857142857
NM_064295,1216,nspe-1,Protein NSPE-1,1468.0,1018.0,33.2593320236,0.693460490463
NM_001267420,1871,nspe-8,Protein NSPE-8,3.0,3.0,27.3333333333,1.0
NM_064296,1384,Y38E10A.14,Protein Y38E10A.14,7630.0,7322.0,40.4323955203,0.959633027523
NM_064299,3033,Y38E10A.17,Protein Y38E10A.17,463.0,290.0,38.0827586207,0.626349892009
NM_001267423/NM_001267424/NM_001267425,5462,Y38E10A.22,"Protein Y38E10A.22, isoform a/Protein Y38E10A.22, isoform b/Protein Y38E10A.22, isoform c",13901.0,12964.0,34.5094106757,0.932594777354
NR_051805,1084,Y38E10A.31,,35.0,20.0,15.65,0.571428571429
NR_051806,1058,Y38E10A.30,,33.0,33.0,32.8484848485,1.0
NM_064309,10569,snrp-200,Protein SNRP-200,7070.0,6299.0,38.5959676139,0.890947666195
NM_064310/NR_023954,2042,pisy-1/Y46G5A.40,Protein PISY-1,21709.0,17624.0,35.0762596459,0.811829195265
NM_001027272,1960,Y46G5A.39,Protein Y46G5A.39,37.0,37.0,49.8648648649,1.0
NM_064312,1939,Y46G5A.7,Protein Y46G5A.7,270.0,255.0,42.3882352941,0.944444444444
NM_064316,1896,vps-2,Protein VPS-2,18082.0,5265.0,34.7680911681,0.29117354275
NM_064319,3218,Y46G5A.15,Protein Y46G5A.15,357.0,231.0,26.5411255411,0.647058823529
NM_001027271,2759,Y46G5A.35,Protein Y46G5A.35,3656.0,432.0,29.6087962963,0.118161925602
NM_064320,8746,cpt-1,Protein CPT-1,13049.0,11932.0,33.0059503855,0.914399570848
NM_064321/NM_001129184,5582,Y46G5A.18,"Protein Y46G5A.18, isoform a/Protein Y46G5A.18, isoform b",5878.0,5730.0,45.8959860384,0.974821367812
NM_064324,5539,acl-7,Protein ACL-7,1156.0,919.0,40.1371055495,0.794982698962
NM_064325/NM_064326,2608,Y46G5A.22,"Protein Y46G5A.22, isoform a/Protein Y46G5A.22, isoform b",34.0,22.0,34.2727272727,0.647058823529
NM_064327,1374,Y46G5A.23,Protein Y46G5A.23,11.0,4.0,19.0,0.363636363636
NM_001027268/NM_001027267,4569,lgc-35,"Protein LGC-35, isoform b/Protein LGC-35, isoform a",55.0,52.0,57.3269230769,0.945454545455
NM_064331,2414,pes-10,Protein PES-10,144.0,83.0,37.2048192771,0.576388888889
NM_064334,4662,snf-5,Protein SNF-5,530.0,505.0,35.2633663366,0.952830188679
NM_064335,12244,gsy-1,Protein GSY-1,16013.0,12614.0,35.0660377358,0.787734965341
NR_051809,1021,21ur-14302,,0.0,0.0,NA,NA
NM_064340/NM_064341,2947,clec-62,"Protein CLEC-62, isoform a/Protein CLEC-62, isoform b",2658.0,1678.0,33.6853396901,0.631301730625
NM_064348,5202,F35C5.12,Protein F35C5.12,430.0,213.0,37.2441314554,0.495348837209
NM_001267430/NM_001267429,4391,F58G1.2,"Protein F58G1.2, isoform a/Protein F58G1.2, isoform b",7480.0,7181.0,33.8479320429,0.960026737968
NM_064352,1299,F58G1.8,Protein F58G1.8,3.0,3.0,52.3333333333,1.0
NM_064353,3225,F58G1.3,Protein F58G1.3,381.0,247.0,42.4615384615,0.648293963255
NM_064355,2381,lips-9,Protein LIPS-9,10.0,6.0,54.8333333333,0.6
NM_064357/NR_000900/NR_051811,4946,F58G1.7/sup-6/F58G1.12,Protein F58G1.7,281.0,258.0,50.6124031008,0.918149466192
NM_064358/NR_051812,3160,Y38F1A.1/Y38F1A.11,Protein Y38F1A.1,630.0,204.0,36.4117647059,0.32380952381
NM_064361,3344,Y38F1A.4,Protein Y38F1A.4,13.0,4.0,40.5,0.307692307692
NR_051813,1184,Y38F1A.12,,1.0,0.0,NA,0.0
NM_064363,2726,Y38F1A.6,Protein Y38F1A.6,12546.0,11291.0,40.0864405279,0.899968117328
NM_064364,1761,Y38F1A.7,Protein Y38F1A.7,51.0,22.0,25.6363636364,0.43137254902
NM_064365,3704,Y38F1A.8,Protein Y38F1A.8,318.0,205.0,28.2926829268,0.64465408805
NM_064366,2505,oig-2,Protein OIG-2,6566.0,4238.0,30.5417649835,0.645446238197
NM_001267432/NM_001267433,4216,F18A11.5,"Protein F18A11.5, isoform b/Protein F18A11.5, isoform a",470.0,326.0,40.0214723926,0.693617021277
NM_001129183/NM_001083167/NM_001083166/NM_001267434,11411,max-2,"Protein MAX-2, isoform c/Protein MAX-2, isoform b/Protein MAX-2, isoform a/Protein MAX-2, isoform d",13934.0,12440.0,33.5515273312,0.892780249749
NR_051819,1140,F18A11.12,,5.0,5.0,48.6,1.0
NM_064371,1327,F18A11.3,Protein F18A11.3,2054.0,1612.0,41.4398263027,0.784810126582
NM_064372,4231,puf-6,Protein PUF-6,16445.0,10816.0,23.6438609467,0.657707509881
NM_001026990,1707,F42G4.7,Protein F42G4.7,2286.0,2080.0,29.6822115385,0.909886264217
NR_051821,1449,F42G4.10,,0.0,0.0,NA,NA
NR_051822,1140,F42G4.9,,12.0,10.0,12.1,0.833333333333
NM_001267440,1504,Y81G3A.6,Protein Y81G3A.6,168.0,86.0,18.3837209302,0.511904761905
NM_064379--1-of-2,2173,Y81G3A.1,Protein Y81G3A.1,330.0,235.0,30.6042553191,0.712121212121
NM_001267446/NM_001267445,3267,col-86,"Protein COL-86, isoform b/Protein COL-86, isoform a",4.0,2.0,27.0,0.5
NM_001267449/NM_001267448/NM_001267447,19292,rict-1,"Protein RICT-1, isoform c/Protein RICT-1, isoform b/Protein RICT-1, isoform a",5263.0,4528.0,41.3836130742,0.860345810374
NM_001026961,6679,mltn-1,Protein MLTN-1,53.0,42.0,54.119047619,0.792452830189
NM_064391,2772,F32A11.3,Protein F32A11.3,3907.0,3590.0,33.4217270195,0.918863578193
NM_064392,4487,hpr-17,Protein HPR-17,4437.0,1036.0,39.4903474903,0.233491097588
NM_064394,5986,moe-3,Protein MOE-3,1780.0,1758.0,65.2940841866,0.987640449438
NR_051824,1138,F32A11.8,,0.0,0.0,NA,NA
NM_001027232/NM_001027231,6511,W09H1.1,"Protein W09H1.1, isoform b/Protein W09H1.1, isoform a",51.0,35.0,32.6,0.686274509804
NM_064399,2196,mecr-1,Protein MECR-1,8676.0,2914.0,33.6221688401,0.335869064085
NR_051826,1145,W09H1.7,,0.0,0.0,NA,NA
NM_064403,1380,rmo-1,Protein RMO-1,27396.0,24182.0,36.2506409726,0.882683603446
NM_064404,4801,F15D4.4,Protein F15D4.4,379.0,180.0,33.3722222222,0.474934036939
NR_051827,1021,21ur-10687,,0.0,0.0,NA,NA
NR_051828,1021,21ur-10492,,0.0,0.0,NA,NA
NR_051829,1150,Y48C3A.24,,1.0,0.0,NA,0.0
NM_064410,6644,ztf-22,Protein ZTF-22,7461.0,7118.0,41.3471480753,0.95402761024
NM_064413,10310,mac-1,Protein MAC-1,7779.0,5753.0,34.7078046237,0.739555212752
NM_001267451/NM_001267450,8989,sam-10,"Protein SAM-10, isoform b/Protein SAM-10, isoform a",243.0,148.0,32.8581081081,0.609053497942
NM_064417,8119,dmsr-3,Protein DMSR-3,235.0,107.0,32.7476635514,0.455319148936
NR_101766,1101,Y48C3A.25,,0.0,0.0,NA,NA
NM_064429/NM_182206,3839,Y48E1C.4,"Protein Y48E1C.4, isoform a/Protein Y48E1C.4, isoform b",1564.0,575.0,28.8817391304,0.367647058824
NM_182167,4645,tbc-15,Protein TBC-15,2495.0,1303.0,38.9347659248,0.522244488978
NM_064430,5380,tbc-14,Protein TBC-14,13.0,5.0,36.4,0.384615384615
NM_001267460/NM_001267459/NM_001267458,12174,pqn-27,"Protein PQN-27, isoform c/Protein PQN-27, isoform b/Protein PQN-27, isoform a",12262.0,10465.0,40.7397037745,0.853449681944
NM_001267463/NM_001267462/NM_001267461,9326,E01G4.3,"Protein E01G4.3, isoform b/Protein E01G4.3, isoform a/Protein E01G4.3, isoform c",12288.0,6946.0,33.3288223438,0.565266927083
NM_001267465/NM_001267464,5270,alh-7,"Protein ALH-7, isoform b/Protein ALH-7, isoform a",903.0,199.0,28.175879397,0.220376522702
NM_064437,2059,F45H10.2,Protein F45H10.2,54718.0,42926.0,31.2872850953,0.784495047334
NM_064438,2343,F45H10.3,Protein F45H10.3,52945.0,19804.0,32.1545647344,0.374048540939
NM_064439,1677,drr-1,Protein DRR-1,941.0,731.0,43.6990424077,0.776833156217
NR_050613--2-of-2/NM_064443/NM_182150/NM_064444/NM_064445/NM_064446/NM_001267471/NM_001267470/NM_001267469/NM_001267468/NM_064449/NM_001027285/NM_001267473/NM_001267472/NM_064454/NM_064457/NM_064458/NM_064459/NM_064460/NM_064461/NM_064462/NM_064463/NM_064464/NM_064465/NM_064467/NM_182249/NM_001027279/NM_001027280/NM_064475/NR_000902/NM_001027306/NM_064477/NR_051842/NR_101768/NM_001267477/NR_051846/NM_064486--3-of-3/NM_064497--1-of-3/NM_064490--1-of-3/NM_064495--1-of-3/NM_064492--1-of-3/NM_064488--1-of-3/NM_064497--2-of-3/NM_064490--2-of-3/NM_064486--2-of-3/NM_064495--2-of-3/NM_064492--2-of-3/NM_064488--2-of-3/NM_064494--3-of-3/NM_064493--3-of-3/NM_064489--3-of-3/NR_051849--1-of-3/NR_051848--3-of-3/NM_064496--3-of-3/NM_064491--1-of-3/NM_064487--3-of-3/NR_051847--1-of-3/NM_064498/NR_051856--7-of-7/NR_050592--15-of-15/NR_000144--5-of-9/NR_000142--5-of-9/NR_000141--5-of-9/NR_000140--5-of-9/NR_000908--5-of-9/NR_000907--5-of-9/NR_000904--5-of-9/NR_000903--5-of-9/NM_064500/NR_051851/NR_051852/NM_064501/NR_051856--6-of-7/NR_050592--14-of-15/NR_000144--6-of-9/NR_000142--6-of-9/NR_000141--6-of-9/NR_000140--6-of-9/NR_000908--6-of-9/NR_000907--6-of-9/NR_000904--6-of-9/NR_000903--6-of-9/NM_064502/NR_066417/NR_051855/NR_051853--5-of-7/NR_051850--6-of-7/NR_050642--10-of-11/NR_050637--6-of-7/NR_000905--7-of-9/NR_050593--13-of-15/NM_001276757/NM_001276756/NM_001276755/NM_001276754/NM_001276753/NM_001267482/NM_001267481/NM_001267480/NM_001267479/NM_001267478/NM_001276758/NM_064512,396294,Y47H9C.20/snx-14/Y48E1B.2/ddl-2/Y48E1B.3/mrpl-37/clec-145/clec-146/fbxc-23/gst-20/gst-24/gst-15/gst-14/gst-12/gst-16/gst-19/gst-17/gst-18/C31C9.2/C31C9.6/rpoa-1/Y54G9A.4/Y54G9A.8/sre-46/Y54G9A.7/Y54G9A.16/anr-12/C01B9.4/C01B9.6/his-16/his-43/his-12/his-26/his-10/his-14/his-25/his-9/his-13/ZK131.13/ZK131.12/his-44/his-11/his-15/ZK131.14/his-42/F08G2.18/Y47H9A.4/F56H6.16/F56H6.14/C47F8.9/R05D7.6/W07G1.9/W07G1.8/F08G2.10/F08G2.9/F08G2.5/F08G2.13/F08G2.12/ins-37/F08G2.7/Y65A5A.27/F08G2.16/F08G2.17/F08G2.15/C47F8.10/R05D7.8/F08G2.11/Y47H9A.3/Y51H1A.2/W02B8.1,"Protein SNX-14, isoform a/Protein SNX-14, isoform b/Protein Y48E1B.2, isoform a/Protein Y48E1B.2, isoform b/Protein DDL-2/Protein Y48E1B.3, isoform b/Protein Y48E1B.3, isoform d/Protein Y48E1B.3, isoform c/Protein Y48E1B.3, isoform a/Protein MRPL-37/Protein CLEC-145/Protein CLEC-146, isoform b/Protein CLEC-146, isoform a/Protein FBXC-23/Protein GST-20/Protein GST-24/Protein GST-15/Protein GST-14/Protein GST-12/Protein GST-16/Protein GST-19/Protein GST-17/Protein GST-18/Protein C31C9.2/Protein C31C9.6/Protein RPOA-1, isoform a/Protein RPOA-1, isoform b/Protein Y54G9A.4/Protein SRE-46/Protein Y54G9A.7/Protein C01B9.4/Protein HIS-16/Protein HIS-43/Protein HIS-12/Protein HIS-26/Protein HIS-10/Protein HIS-14/Protein HIS-25/Protein HIS-9/Protein HIS-13/Protein HIS-44/Protein HIS-11/Protein HIS-15/Protein HIS-42/Protein F08G2.5/Protein INS-37/Protein F08G2.7/Protein Y51H1A.2, isoform e/Protein Y51H1A.2, isoform d/Protein Y51H1A.2, isoform c/Protein Y51H1A.2, isoform b/Protein Y51H1A.2, isoform a/Protein W02B8.1",78726.0,50546.0,39.3831361532,0.642049640525
NR_051859,1057,W02B8.12,,0.0,0.0,NA,NA
NR_051860,1179,W02B8.9,,0.0,0.0,NA,NA
NM_171050,2350,hot-3,Protein HOT-3,35.0,20.0,36.0,0.571428571429
NM_064516,2637,W07G1.1,Protein W07G1.1,6.0,2.0,14.0,0.333333333333
NR_050593--12-of-15,1066,Y47H9A.3,,5.0,5.0,52.2,1.0
NR_050592--10-of-15/NR_000144--8-of-9/NR_000142--8-of-9/NR_000141--8-of-9/NR_000140--8-of-9/NR_000908--8-of-9/NR_000907--8-of-9/NR_000904--8-of-9/NR_000903--8-of-9,1191,Y47H9A.4/F56H6.16/F56H6.14/C47F8.9/R05D7.6/W07G1.9/W07G1.8/F08G2.10/F08G2.9,,26.0,10.0,54.6,0.384615384615
NR_051867--1-of-2/NR_050642--9-of-11/NR_000905--9-of-9/NR_050593--11-of-15,1202,W07G1.17/C47F8.10/F08G2.11/Y47H9A.3,,0.0,0.0,NA,NA
NM_064518,4897,zip-3,Protein ZIP-3,2978.0,2286.0,56.9120734908,0.767629281397
NM_001027228/NM_001027227,4142,W07G1.5,"Protein W07G1.5, isoform b/Protein W07G1.5, isoform a",32.0,28.0,28.25,0.875
NM_064521,2426,W07G1.7,Protein W07G1.7,10.0,7.0,37.8571428571,0.7
NM_064522,3546,sre-43,Protein SRE-43,40.0,16.0,64.25,0.4
NM_064523/NM_064524,3302,Y39G8B.1,"Protein Y39G8B.1, isoform b/Protein Y39G8B.1, isoform a",8304.0,5290.0,32.5576559546,0.63704238921
NM_064525,3277,Y39G8B.2,Protein Y39G8B.2,786.0,393.0,34.096692112,0.5
NM_064526,3720,sre-48,Protein SRE-48,2.0,0.0,NA,0.0
NM_001027260,1897,Y39G8B.10,Protein Y39G8B.10,0.0,0.0,NA,NA
NM_064527,2255,sre-47,Protein SRE-47,0.0,0.0,NA,NA
NM_064528,5223,Y39G8B.5,Protein Y39G8B.5,21.0,19.0,40.3157894737,0.904761904762
NM_064529,1592,Y39G8B.7,Protein Y39G8B.7,156.0,65.0,33.3384615385,0.416666666667
NM_064531,1597,F01D5.1,Protein F01D5.1,2117.0,1832.0,35.4443231441,0.865375531412
NM_064532,1453,F01D5.2,Protein F01D5.2,2358.0,1893.0,21.2768092974,0.802798982188
NM_064533,1824,F01D5.3,Protein F01D5.3,2050.0,1522.0,36.4014454665,0.74243902439
NM_064534,1546,F01D5.5,Protein F01D5.5,1966.0,1814.0,33.7794928335,0.922685656155
NR_051878,1106,F01D5.13,,0.0,0.0,NA,NA
NM_064538,4106,cyp-37A1,Protein CYP-37A1,5618.0,5161.0,46.276303042,0.918654325383
NM_064539/NR_003406,3981,F01D5.10/F01D5.12,Protein F01D5.10,113.0,69.0,35.0289855072,0.610619469027
NR_051880,1075,W01G7.6,,0.0,0.0,NA,NA
NM_064540,4878,daf-5,Protein DAF-5,2192.0,1038.0,38.936416185,0.473540145985
NR_051882,1057,Y39G8C.13,,0.0,0.0,NA,NA
NR_051883,1150,Y39G8C.12,,0.0,0.0,NA,NA
NR_051885,1142,Y39G8C.8,,0.0,0.0,NA,NA
NR_051887,1094,Y39G8C.6,,0.0,0.0,NA,NA
NM_001027262,5616,col-87,Protein COL-87,39.0,35.0,30.4857142857,0.897435897436
NM_064545,2782,Y39G8C.2,Protein Y39G8C.2,103.0,74.0,38.5675675676,0.718446601942
NR_051889,1054,Y39G8C.5,,0.0,0.0,NA,NA
NM_001027072,2017,cpg-7,Protein CPG-7,4244.0,3876.0,34.3715170279,0.91328934967
NM_064547,4807,K09E4.4,Protein K09E4.4,144.0,86.0,35.488372093,0.597222222222
NM_001267488/NM_001267487,3803,K09E4.3,"Protein K09E4.3, isoform b/Protein K09E4.3, isoform a",1865.0,618.0,31.0566343042,0.331367292225
NM_001267490/NM_001267489,5973,K09E4.2,"Protein K09E4.2, isoform b/Protein K09E4.2, isoform a",1724.0,785.0,47.2624203822,0.455336426914
NM_001267493/NM_001267492/NM_001267491,9543,cacn-1,"Protein CACN-1, isoform a/Protein CACN-1, isoform c/Protein CACN-1, isoform b",2829.0,2608.0,32.9708588957,0.921880523153
NR_051891/NM_001267494,1874,W03H9.2,"Protein W03H9.2, isoform b",365.0,296.0,33.8851351351,0.81095890411
NM_064554,3790,W03H9.1,Protein W03H9.1,2.0,2.0,7.0,1.0
NM_064555,4019,Y48B6A.1,Protein Y48B6A.1,6845.0,4323.0,34.8380754106,0.631555880205
NM_064558,5597,eat-2,Protein EAT-2,120.0,80.0,33.375,0.666666666667
NM_064559,3239,Y48B6A.5,Protein Y48B6A.5,921.0,854.0,34.2704918033,0.927252985885
NR_051895,3338,Y48B6A.17,,84.0,72.0,37.125,0.857142857143
NM_064566/NM_064565,6238,Y48B6A.13,"Protein Y48B6A.13, isoform a/Protein Y48B6A.13, isoform b",2250.0,1127.0,23.3735581189,0.500888888889
NM_064567,8213,men-1,Protein MEN-1,11451.0,9781.0,38.0522441468,0.854161208628
NM_064568,9297,jmjd-2,Protein JMJD-2,5688.0,4832.0,37.7574503311,0.849507735584
NR_051896,1148,Y48B6A.23,,2.0,2.0,24.0,1.0
NR_051897,1148,Y48B6A.21,,0.0,0.0,NA,NA
NM_064571,13803,Y54G11A.1,Protein Y54G11A.1,16335.0,14966.0,34.8778564747,0.916192225283
NM_064573,2598,srh-41,Protein SRH-41,0.0,0.0,NA,NA
NM_001027301,2326,srh-42,Protein SRH-42,6.0,0.0,NA,0.0
NM_001027302,3364,ctl-2,Protein CTL-2,2786.0,2166.0,31.7917820868,0.777458722182
NM_064578,3633,ctl-1,Protein CTL-1,3370.0,1832.0,45.9961790393,0.543620178042
NM_171051,3890,ctl-3,Protein CTL-3,3284.0,1865.0,45.8396782842,0.56790499391
NM_001027305/NM_001027304,5262,ddl-3,"Protein DDL-3, isoform b/Protein DDL-3, isoform a",1386.0,1120.0,46.7928571429,0.808080808081
NM_064580,2020,Y54G11A.9,Protein Y54G11A.9,22250.0,21398.0,31.0290214039,0.961707865169
NM_001129192/NM_064581,2631,lin-7,"Protein LIN-7, isoform a/Protein LIN-7, isoform b",4.0,4.0,25.5,1.0
NM_001267497,1421,Y54G11A.17,Protein Y54G11A.17,4579.0,2985.0,34.0150753769,0.651889058746
NM_064583,7654,agl-1,Protein AGL-1,13347.0,12724.0,37.3234831814,0.953322844085
NM_001129155/NM_001027102/NM_001027101,4890,acr-20,"Protein ACR-20, isoform c/Protein ACR-20, isoform b/Protein ACR-20, isoform a",45.0,35.0,32.9714285714,0.777777777778
NM_064592,1768,kbp-3,Protein KBP-3,6388.0,6346.0,38.8679483139,0.993425172198
NR_051902,1064,F26H11.9,,0.0,0.0,NA,NA
NM_064599,2226,exl-1,Protein EXL-1,6300.0,5192.0,24.4888289676,0.824126984127
NM_064600,7857,plx-2,Protein PLX-2,65.0,51.0,29.6470588235,0.784615384615
NR_051905,1098,K04B12.7,,0.0,0.0,NA,NA
