Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
NM_065645,2777,fsn-1,Protein FSN-1,2106.0,2012.0,42.1655069583,0.955365622032
NM_065646,5460,rpb-2,Protein RPB-2,2854.0,2819.0,39.2532813054,0.987736510161
NM_065647,2761,ntl-9,Protein NTL-9,6500.0,6489.0,44.9341963323,0.998307692308
NR_052294,1045,C26E6.14,,0.0,0.0,NA,NA
NR_052296,1049,C26E6.16,,0.0,0.0,NA,NA
NM_065648,3499,flh-2,Protein FLH-2,490.0,456.0,34.274122807,0.930612244898
NM_065649,1649,C26E6.1,Protein C26E6.1,9.0,8.0,35.5,0.888888888889
NM_065653/NM_001136363,14916,nca-2,"Protein NCA-2, isoform a/Protein NCA-2, isoform b",69.0,56.0,38.5178571429,0.811594202899
NM_065657,5128,C27F2.1,Protein C27F2.1,18.0,15.0,20.3333333333,0.833333333333
NM_065659,2911,R144.5,Protein R144.5,488.0,454.0,44.627753304,0.930327868852
NR_052301,1021,21ur-15580,,0.0,0.0,NA,NA
NM_171109/NM_171863,3161,wip-1,"Protein WIP-1, isoform b/Protein WIP-1, isoform a",1520.0,511.0,36.3561643836,0.336184210526
NM_065665,1664,mdt-11,Protein MDT-11,1774.0,295.0,32.8847457627,0.166290868095
NM_001267994/NM_001267993,2061,R144.3,"Protein R144.3, isoform a/Protein R144.3, isoform b",956.0,947.0,44.1879619852,0.990585774059
NM_001047401,1651,R144.13,Protein R144.13,631.0,583.0,38.8524871355,0.923930269414
NR_101816,1127,linc-2,,791.0,507.0,47.2938856016,0.640960809102
NM_181962/NM_065667,4936,pcf-11,"Protein PCF-11, isoform b/Protein PCF-11, isoform a",1525.0,1497.0,43.7668670675,0.981639344262
NM_001276775,1364,R144.19,Protein R144.19,0.0,0.0,NA,NA
NM_065668,6396,klp-6,Protein KLP-6,23.0,18.0,54.1666666667,0.782608695652
NM_171111/NM_171110,4571,C45G9.6,"Protein C45G9.6, isoform b/Protein C45G9.6, isoform a",839.0,763.0,49.2149410223,0.909415971395
NM_171112,2985,C45G9.13,Protein C45G9.13,1391.0,1378.0,42.2880986938,0.990654205607
NM_001038265,1557,C45G9.14,Protein C45G9.14,0.0,0.0,NA,NA
NM_065671,2768,C45G9.5,Protein C45G9.5,6970.0,6888.0,50.7996515679,0.988235294118
NM_065675,2114,C45G9.4,Protein C45G9.4,506.0,406.0,57.9039408867,0.802371541502
NM_065677,2154,C45G9.2,Protein C45G9.2,260.0,240.0,46.4375,0.923076923077
NM_065679,2003,C45G9.1,Protein C45G9.1,6.0,4.0,30.5,0.666666666667
NM_065680/NM_181921,3740,alh-1,"Protein ALH-1, isoform a/Protein ALH-1, isoform b",6212.0,3816.0,44.0248951782,0.614294913071
NR_056887--7-of-15/NR_052241--8-of-17,1103,K09B11.20/C28A5.9,,63.0,17.0,38.7058823529,0.269841269841
NM_065681,2123,tag-174,Protein TAG-174,30750.0,26976.0,37.1958036773,0.877268292683
NR_052306,1082,F54D8.8,,2.0,0.0,NA,0.0
NM_001027434,4829,F54D8.6,Protein F54D8.6,854.0,569.0,29.2934973638,0.666276346604
NM_065685,2111,dpy-17,Protein DPY-17,247.0,88.0,35.9545454545,0.356275303644
NM_171117/NM_171118,21843,sax-2,"Protein SAX-2, isoform a/Protein SAX-2, isoform b",561.0,465.0,40.8365591398,0.828877005348
NR_052307,1021,21ur-15343,,0.0,0.0,NA,NA
NM_065690,2771,Y54H5A.1,Protein Y54H5A.1,1269.0,1022.0,32.8307240705,0.805358550039
NM_065696,1447,K10D2.5,Protein K10D2.5,385.0,346.0,46.3583815029,0.898701298701
NM_065697,1315,emb-1,Protein EMB-1,249.0,212.0,38.5849056604,0.85140562249
NM_065698,7062,cid-1,Protein CID-1,3968.0,3934.0,43.5444839858,0.991431451613
NR_101817,1177,K10D2.10,,16.0,16.0,30.125,1.0
NM_065699,2870,pup-2,Protein PUP-2,908.0,655.0,42.7938931298,0.721365638767
NM_001267995,2391,K10D2.8,Protein K10D2.8,218.0,202.0,42.0544554455,0.926605504587
NM_181963/NM_065700,5680,K10D2.1,"Protein K10D2.1, isoform b/Protein K10D2.1, isoform a",404.0,368.0,36.3342391304,0.910891089109
NM_065701,1602,K10D2.7,Protein K10D2.7,575.0,562.0,38.4839857651,0.977391304348
NR_052308,1299,ZC155.8,,10.0,9.0,21.7777777778,0.9
NM_065707,1744,ZC155.2,Protein ZC155.2,152.0,150.0,46.2533333333,0.986842105263
NM_065708,2022,nex-1,Protein NEX-1,10497.0,8447.0,40.0775423227,0.804706106507
NM_065710,2808,atp-2,Protein ATP-2,131959.0,120582.0,40.8864921796,0.913783826795
NM_065711,4640,prmt-5,Protein PRMT-5,929.0,507.0,44.865877712,0.545748116254
NM_065712,2060,mrps-26,Protein MRPS-26,646.0,628.0,47.275477707,0.97213622291
NM_001026029,2706,prx-10,"Protein PRX-10, isoform a",3.0,3.0,11.3333333333,1.0
NM_001026030,2789,,"Protein PRX-10, isoform b",260.0,232.0,50.7068965517,0.892307692308
NM_065716,5170,gop-1,Protein GOP-1,663.0,632.0,27.4367088608,0.953242835596
NM_065717,2362,gop-2,Protein GOP-2,566.0,509.0,41.184675835,0.899293286219
NM_065718,3928,gop-3,Protein GOP-3,1590.0,1520.0,45.9309210526,0.955974842767
NM_065720,1954,hap-1,Protein HAP-1,471.0,444.0,46.1891891892,0.942675159236
NM_065721,2995,gro-1,Protein GRO-1,342.0,327.0,45.2782874618,0.956140350877
NM_065722,1625,ZC395.5,Protein ZC395.5,598.0,477.0,57.6624737945,0.797658862876
NM_065724,1751,ZC395.4,Protein ZC395.4,42.0,42.0,59.4523809524,1.0
NM_001038297/NM_001038296,3154,toc-1,"Protein TOC-1, isoform b/Protein TOC-1, isoform a",3480.0,3327.0,45.9341749324,0.956034482759
NM_065727,2275,clk-1,Protein CLK-1,2559.0,2483.0,49.8364881192,0.970300898789
NM_001038283/NM_001038282/NR_072873--4-of-8,10646,T15B12.1/F38E9.7,"Protein T15B12.1, isoform b/Protein T15B12.1, isoform a",6785.0,6568.0,43.3411997564,0.968017686072
NM_065732,5018,F52C9.5,Protein F52C9.5,21.0,16.0,59.3125,0.761904761905
NM_065733,3476,mog-3,Protein MOG-3,2381.0,998.0,21.9348697395,0.419151616968
NM_001047389/NM_065736/NM_065734/NM_065735/NM_171119/NM_171864/NM_171120,11112,pqe-1,"Protein PQE-1, isoform g/Protein PQE-1, isoform a/Protein PQE-1, isoform b/Protein PQE-1, isoform c/Protein PQE-1, isoform e/Protein PQE-1, isoform d/Protein PQE-1, isoform f",2440.0,2299.0,39.0574162679,0.942213114754
NM_065737,5341,F52C9.3,Protein F52C9.3,527.0,449.0,41.6302895323,0.851992409867
NM_001267996,7913,F52C9.1,Protein F52C9.1,622.0,591.0,46.0321489002,0.950160771704
NM_065741,3557,ZK121.2,Protein ZK121.2,594.0,499.0,41.0561122244,0.840067340067
NM_065744,3149,Y32H12A.1,Protein Y32H12A.1,6.0,6.0,19.6666666667,1.0
NR_052311,1021,21ur-13217,,0.0,0.0,NA,NA
NM_065751,2833,W03A5.2,Protein W03A5.2,192.0,181.0,51.2817679558,0.942708333333
NM_065752,5924,W03A5.1,Protein W03A5.1,104.0,100.0,70.64,0.961538461538
NM_065759,4127,F48E8.6,Protein F48E8.6,1111.0,999.0,36.8028028028,0.899189918992
NM_065761,3022,paa-1,Protein PAA-1,12692.0,10526.0,42.0606118184,0.829341317365
NM_065762,6746,F48E8.4,Protein F48E8.4,187.0,184.0,55.6304347826,0.983957219251
NM_065763,3629,F48E8.3,Protein F48E8.3,1356.0,1282.0,45.1053042122,0.945427728614
NM_065764,4148,F48E8.2,Protein F48E8.2,1672.0,896.0,35.1875,0.535885167464
NM_171866/NM_065765/NM_065766/NR_050730--1-of-2,4294,lon-1/C49A1.12,"Protein LON-1, isoform c/Protein LON-1, isoform a/Protein LON-1, isoform b",1164.0,989.0,43.619817998,0.849656357388
NM_065768,1875,R02F2.5,Protein R02F2.5,169.0,135.0,47.0740740741,0.798816568047
NM_065770,2595,R02F2.4,Protein R02F2.4,82.0,68.0,36.6911764706,0.829268292683
NM_065771,12237,R02F2.2,Protein R02F2.2,77.0,60.0,30.9666666667,0.779220779221
NM_065773,1648,R02F2.9,Protein R02F2.9,740.0,568.0,41.1742957746,0.767567567568
NM_181946/NM_065774/NM_065775/NM_181947,4770,R02F2.1,"Protein R02F2.1, isoform c/Protein R02F2.1, isoform b/Protein R02F2.1, isoform a/Protein R02F2.1, isoform d",16929.0,14236.0,41.35037932,0.840923858468
NR_052314,1143,D1044.11,,0.0,0.0,NA,NA
NR_052315,1197,D1044.10,,0.0,0.0,NA,NA
NR_052316,1199,D1044.12,,0.0,0.0,NA,NA
NM_065781/NM_065782/NM_065780,10133,dex-1,"Protein DEX-1, isoform c/Protein DEX-1, isoform b/Protein DEX-1, isoform a",478.0,299.0,35.4481605351,0.625523012552
NM_065784,2923,D1044.1,Protein D1044.1,132.0,112.0,39.0089285714,0.848484848485
NM_065787/NM_065785/NM_065786,4982,F09F7.5,"Protein F09F7.5, isoform c/Protein F09F7.5, isoform a/Protein F09F7.5, isoform b",1496.0,1289.0,41.232738557,0.861631016043
NM_171126/NM_171127,2537,F09F7.4,"Protein F09F7.4, isoform a/Protein F09F7.4, isoform b",14149.0,13979.0,57.590027899,0.987985016609
NM_065791,8315,rpc-2,Protein RPC-2,1345.0,1228.0,43.6685667752,0.913011152416
NM_171129/NM_171128,2827,mlc-3,"Protein MLC-3, isoform b/Protein MLC-3, isoform a",41435.0,36598.0,39.7762446035,0.883262941957
NM_065794,3691,molo-1,Protein MOLO-1,177.0,170.0,45.8764705882,0.960451977401
NR_053033,1024,Y67D8A.8,,0.0,0.0,NA,NA
NM_065797,2073,uev-2,Protein UEV-2,17.0,16.0,36.375,0.941176470588
NM_065798,3099,F56D2.3,Protein F56D2.3,2295.0,2271.0,61.5037428446,0.98954248366
NM_065799,2799,F56D2.2,Protein F56D2.2,158.0,103.0,39.2427184466,0.651898734177
NM_065801,2974,ucr-1,Protein UCR-1,26756.0,26008.0,46.2791448785,0.97204365376
NM_065802,3080,ced-6,Protein CED-6,655.0,631.0,40.7923930269,0.963358778626
NR_052318,1148,C05D2.15,,1.0,1.0,64.0,1.0
NR_052321,1161,C05D2.14,,0.0,0.0,NA,NA
NM_065806,3889,xnd-1,Protein XND-1,1003.0,940.0,37.5872340426,0.937188434696
NM_001025980/NM_001025979,3315,bas-1,"Protein BAS-1, isoform b/Protein BAS-1, isoform a",1080.0,1041.0,34.1950048031,0.963888888889
NM_065809,3243,basl-1,Protein BASL-1,527.0,482.0,47.6970954357,0.914611005693
NR_052322,1049,C05D2.13,,0.0,0.0,NA,NA
NM_001025978/NM_065810/NM_001025977/NR_002635,7702,daf-4/C05D2.11,"Protein DAF-4, isoform d/Protein DAF-4, isoform a/Protein DAF-4, isoform c",2147.0,1935.0,38.1317829457,0.901257568701
NM_001025982/NM_001025981,19789,ckk-1,"Protein CKK-1, isoform b/Protein CKK-1, isoform a",514.0,487.0,48.3983572895,0.947470817121
NR_052324,1224,F54E7.13,,0.0,0.0,NA,NA
NM_001027436/NM_065816/NM_001047392,12530,par-3,"Protein PAR-3, isoform b/Protein PAR-3, isoform a/Protein PAR-3, isoform c",1434.0,1335.0,24.5131086142,0.930962343096
NM_065820/NR_003428/NR_003429,1819,rps-12/F54E7.10/F54E7.11,Protein RPS-12,336355.0,262612.0,34.2707111632,0.780758424878
NM_001047390/NM_001047391,2716,pst-2,"Protein PST-2, isoform a/Protein PST-2, isoform b",1314.0,1280.0,29.7265625,0.974124809741
NM_001038255/NM_001038254,1777,B0336.5,"Protein B0336.5, isoform b/Protein B0336.5, isoform a",288.0,167.0,44.5508982036,0.579861111111
NM_065825,1534,B0336.13,Protein B0336.13,1051.0,939.0,35.5122470714,0.893434823977
NM_001129200/NM_065828,4364,rgs-5,"Protein RGS-5, isoform b/Protein RGS-5, isoform a",918.0,899.0,42.2291434928,0.979302832244
NM_065833,3563,B0336.3,Protein B0336.3,2399.0,2300.0,45.2573913043,0.958732805336
NM_065834,1803,arf-1.2,Protein ARF-1.2,9594.0,8293.0,41.569395876,0.864394413175
NR_052326,1136,B0336.15,,0.0,0.0,NA,NA
NR_052328,1144,B0336.16,,0.0,0.0,NA,NA
NM_065835,4868,wrm-1,Protein WRM-1,1070.0,1030.0,42.2844660194,0.96261682243
NM_065836,2841,egg-1,Protein EGG-1,1265.0,1010.0,33.9554455446,0.798418972332
NM_065838,2354,B0244.7,Protein B0244.7,3.0,3.0,79.6666666667,1.0
NM_065839,4303,B0244.10,Protein B0244.10,76.0,70.0,58.2285714286,0.921052631579
NM_065840,3464,B0244.6,Protein B0244.6,83.0,74.0,46.6621621622,0.89156626506
NM_001267999,3265,B0244.15,Protein B0244.15,27.0,27.0,57.1111111111,1.0
NM_065841,3171,B0244.5,Protein B0244.5,30.0,29.0,69.6896551724,0.966666666667
NM_001268002/NM_001268001/NM_001268000,5153,B0244.4,"Protein B0244.4, isoform a/Protein B0244.4, isoform c/Protein B0244.4, isoform b",19.0,18.0,40.7777777778,0.947368421053
NM_065844,10991,ida-1,Protein IDA-1,3346.0,2295.0,38.8544662309,0.685893604304
NM_065845,1462,B0244.11,Protein B0244.11,0.0,0.0,NA,NA
NM_065846,5399,cutl-23,Protein CUTL-23,84.0,79.0,49.3037974684,0.940476190476
NR_052332,1137,Y37B11A.4,,0.0,0.0,NA,NA
NM_065850,2977,ceh-10,Protein CEH-10,23.0,18.0,45.6111111111,0.782608695652
NM_065852,2730,him-10,Protein HIM-10,242.0,203.0,44.5665024631,0.838842975207
NM_065853,2277,R12B2.3,Protein R12B2.3,22.0,21.0,42.7619047619,0.954545454545
NM_065854,2962,R12B2.2,Protein R12B2.2,189.0,135.0,37.3481481481,0.714285714286
NR_052335,1126,R12B2.12,,0.0,0.0,NA,NA
NR_052336,1150,R12B2.9,,0.0,0.0,NA,NA
NM_171133,1280,R12B2.7,Protein R12B2.7,11.0,11.0,71.0,1.0
NM_001047399/NM_001047400,4789,sma-4,"Protein SMA-4, isoform a/Protein SMA-4, isoform b",402.0,384.0,39.078125,0.955223880597
NM_001038280,5480,R12B2.8,Protein R12B2.8,169.0,160.0,55.34375,0.94674556213
NM_065858,1258,W04D12.1,Protein W04D12.1,0.0,0.0,NA,NA
NM_065862,2741,alh-9,Protein ALH-9,6171.0,6079.0,45.0829083731,0.985091557284
NM_065863,3180,dpf-4,Protein DPF-4,943.0,775.0,31.9987096774,0.821845174973
NM_065865,2750,rabn-5,Protein RABN-5,1097.0,790.0,37.0430379747,0.720145852325
NM_065869,2548,F01F1.3,Protein F01F1.3,530.0,481.0,45.4968814969,0.907547169811
NR_052339,1150,F01F1.16,,0.0,0.0,NA,NA
NM_065872,1658,F01F1.2,Protein F01F1.2,1600.0,1306.0,43.7741194487,0.81625
NM_181896/NM_065873/NM_065874,3329,hpo-10,"Protein HPO-10, isoform b/Protein HPO-10, isoform a/Protein HPO-10, isoform c",696.0,657.0,48.7092846271,0.943965517241
NM_001047383/NM_001047384,2469,C28H8.5,"Protein C28H8.5, isoform a/Protein C28H8.5, isoform b",898.0,891.0,50.6341189675,0.992204899777
NM_065881,2133,C28H8.4,Protein C28H8.4,6164.0,5829.0,51.47418082,0.945652173913
NM_065882,6724,C28H8.3,Protein C28H8.3,10469.0,9914.0,44.1580593101,0.946986340625
NR_101821,1104,C28H8.14,,9401.0,9113.0,50.2310984308,0.969364961174
NM_065884,2048,C28H8.2,Protein C28H8.2,91.0,87.0,68.4482758621,0.956043956044
NM_065886,1710,C28H8.1,Protein C28H8.1,303.0,271.0,41.8376383764,0.894389438944
NR_052341,1131,EGAP1.4,,0.0,0.0,NA,NA
NM_171139/NM_171868,3718,ubq-1,"Protein UBQ-1, isoform a/Protein UBQ-1, isoform c",19722.0,18236.0,35.2037179206,0.924652672143
NM_171140/NM_065892/NM_065893/NM_171141/NM_171142,5320,F25B5.3,"Protein F25B5.3, isoform e/Protein F25B5.3, isoform b/Protein F25B5.3, isoform a/Protein F25B5.3, isoform d/Protein F25B5.3, isoform c",6731.0,5948.0,36.3046402152,0.883672559798
NM_065897,3729,nop-1,Protein NOP-1,538.0,494.0,39.8724696356,0.918215613383
NR_052342,1123,F25B5.9,,1.0,0.0,NA,0.0
NM_001038269/NM_001038268/NR_052345,5890,dct-6/F25B5.10,"Protein DCT-6, isoform b/Protein DCT-6, isoform a",849.0,729.0,53.3401920439,0.858657243816
NM_065903,1219,T04C9.3,Protein T04C9.3,0.0,0.0,NA,NA
NR_052347,1069,T04C9.9,,0.0,0.0,NA,NA
NR_052349,1142,T04C9.11,,0.0,0.0,NA,NA
NR_052350,1139,T04C9.8,,2.0,2.0,47.0,1.0
NM_065904,1351,T04C9.2,Protein T04C9.2,0.0,0.0,NA,NA
NM_171143/NM_171870/NR_101822/NR_068702/NM_065907/NM_001027821/NM_065910/NR_052352/NM_065915,63867,T04C9.1/T04C9.13/T28F12.4/eftu-2/cyk-3/21ur-14137/F40H6.2,"Protein T04C9.1, isoform a/Protein T04C9.1, isoform b/Protein EFTU-2/Protein CYK-3, isoform b/Protein CYK-3, isoform a/Protein F40H6.2",5073.0,4802.0,44.3473552686,0.946579932979
NR_052354,1095,F40H6.7,,0.0,0.0,NA,NA
NM_065918,2272,F40H6.1,Protein F40H6.1,192.0,135.0,41.5185185185,0.703125
NM_001038273,1697,F40H6.6,Protein F40H6.6,168.0,77.0,24.8701298701,0.458333333333
NR_101824,1116,F40H6.8,,0.0,0.0,NA,NA
NM_171146/NM_171145/NM_171144,4902,C05D10.2,"Protein C05D10.2, isoform b/Protein C05D10.2, isoform c/Protein C05D10.2, isoform a",96.0,85.0,38.6588235294,0.885416666667
NM_171147/NM_171148/NM_001025973,4855,attf-4,"Protein ATTF-4, isoform a/Protein ATTF-4, isoform b/Protein ATTF-4, isoform c",1767.0,1640.0,36.3859756098,0.928126768534
NR_052356,1021,21ur-14987,,0.0,0.0,NA,NA
NM_171151/NM_001027596,5894,kin-18,"Protein KIN-18, isoform b/Protein KIN-18, isoform a",853.0,705.0,39.1177304965,0.826494724502
NM_001027694/NM_001027693,2653,Y42G9A.3,"Protein Y42G9A.3, isoform b/Protein Y42G9A.3, isoform a",887.0,840.0,40.3464285714,0.947012401353
NM_065930,1813,Y42G9A.2,Protein Y42G9A.2,358.0,305.0,37.993442623,0.851955307263
NM_065932,5718,Y42G9A.1,Protein Y42G9A.1,965.0,926.0,51.9870410367,0.959585492228
NM_001027400/NM_065935/NM_065934,5465,nfm-1,"Protein NFM-1, isoform c/Protein NFM-1, isoform b/Protein NFM-1, isoform a",591.0,537.0,47.0204841713,0.908629441624
NM_001027403,7474,F42A10.9,Protein F42A10.9,567.0,476.0,37.5231092437,0.83950617284
NR_052361,1021,21ur-14724,,0.0,0.0,NA,NA
NM_065938,3427,abcf-3,Protein ABCF-3,1844.0,1569.0,40.948374761,0.850867678959
NM_065942,1972,C23G10.5,Protein C23G10.5,37.0,37.0,49.1621621622,1.0
NM_065945/NM_065946,4241,rpn-2,"Protein RPN-2, isoform b/Protein RPN-2, isoform a",4195.0,3912.0,38.6947852761,0.932538736591
NM_065948,2106,rps-3,Protein RPS-3,429638.0,169325.0,18.1063516905,0.394110856116
NM_171154/NM_171873/NM_001026008,1866,C23G10.2,"Protein C23G10.2, isoform a/Protein C23G10.2, isoform b/Protein C23G10.2, isoform c",4538.0,3582.0,26.6010608599,0.789334508594
NM_065950/NM_065951,4544,C23G10.1,"Protein C23G10.1, isoform b/Protein C23G10.1, isoform a",303.0,286.0,43.4370629371,0.943894389439
NM_171155/NM_171874,4686,hot-4,"Protein HOT-4, isoform b/Protein HOT-4, isoform a",197.0,181.0,37.1767955801,0.918781725888
NM_065957,1621,T12A2.3,Protein T12A2.3,0.0,0.0,NA,NA
NM_065961,3598,stt-3,Protein STT-3,4212.0,3979.0,47.3897964313,0.944681861349
NM_065962/NR_052365,20403,T12A2.1/T12A2.19,Protein T12A2.1,723.0,635.0,48.0362204724,0.878284923928
NM_171158,2399,C18F10.9,Protein C18F10.9,3.0,3.0,32.0,1.0
NM_065972,3788,C18F10.2,Protein C18F10.2,19.0,13.0,29.6153846154,0.684210526316
NM_001027429/NM_001027428/NM_065974,2329,hmg-1.2,"Protein HMG-1.2, isoform c/Protein HMG-1.2, isoform b/Protein HMG-1.2, isoform a",2563.0,2487.0,47.388017692,0.970347249317
NM_065980,1833,F47D12.3,Protein F47D12.3,150.0,137.0,42.897810219,0.913333333333
NM_001027425/NM_001027424/NM_001027423/NM_001027422/NM_001027426,12183,gar-2,"Protein GAR-2, isoform d/Protein GAR-2, isoform c/Protein GAR-2, isoform b/Protein GAR-2, isoform a/Protein GAR-2, isoform e",234.0,222.0,35.1306306306,0.948717948718
NR_052367,1069,C56G2.17,,0.0,0.0,NA,NA
NM_065984/NR_052368,4968,C56G2.4/C56G2.16,Protein C56G2.4,87.0,81.0,37.5432098765,0.931034482759
NM_065987,2081,C56G2.3,Protein C56G2.3,231.0,229.0,45.9650655022,0.991341991342
NM_171163/NR_101826/NR_101827/NM_171164,12937,C56G2.20/C56G2.21/C56G2.1,"Protein C56G2.1, isoform a/Protein C56G2.1, isoform b",125.0,96.0,33.1458333333,0.768
NM_065991,6727,thoc-2,Protein THOC-2,3182.0,2025.0,18.6701234568,0.63639220616
NR_052371,1140,C16A3.15,,3.0,3.0,58.3333333333,1.0
NM_065993,4619,nfx-1,Protein NFX-1,356.0,289.0,44.1349480969,0.811797752809
NM_065994,2073,C16A3.6,Protein C16A3.6,2072.0,1769.0,44.6421707179,0.853764478764
NM_065995,1603,C16A3.5,Protein C16A3.5,9805.0,7764.0,34.2733127254,0.791840897501
NM_065996,2256,C16A3.4,Protein C16A3.4,5385.0,4802.0,42.7211578509,0.89173630455
NM_065997,6635,let-716,Protein LET-716,698.0,650.0,40.5938461538,0.931232091691
NM_065998,1817,C16A3.2,Protein C16A3.2,893.0,881.0,51.8842224745,0.986562150056
NM_171165/NM_066000/NM_065999,3727,C16A3.1,"Protein C16A3.1, isoform c/Protein C16A3.1, isoform b/Protein C16A3.1, isoform a",307.0,284.0,42.1056338028,0.925081433225
NR_052374,1021,21ur-15082,,0.0,0.0,NA,NA
NM_066002,3456,let-756,Protein LET-756,787.0,740.0,37.0432432432,0.940279542567
NM_066009,1798,tag-170,Protein TAG-170,1703.0,1645.0,41.0237082067,0.965942454492
NM_066010,4104,vps-16,Protein VPS-16,280.0,181.0,49.5580110497,0.646428571429
NM_001025974,4231,C05D11.1,Protein C05D11.1,4154.0,3940.0,47.6890862944,0.948483389504
NR_101828,1520,anr-1,,3.0,2.0,14.0,0.666666666667
NM_066017/NM_066018,5703,jhdm-1,"Protein JHDM-1, isoform a/Protein JHDM-1, isoform b",1124.0,1010.0,35.9099009901,0.898576512456
NM_066019,3056,T26A5.4,Protein T26A5.4,1697.0,1620.0,37.7283950617,0.954625810253
NR_052375,1281,T26A5.10,,10.0,10.0,11.4,1.0
NM_066022,2920,nduf-2.2,Protein NDUF-2.2,1825.0,1716.0,50.6322843823,0.940273972603
NM_066023/NM_181965,4910,T26A5.2,"Protein T26A5.2, isoform a/Protein T26A5.2, isoform b",433.0,394.0,46.2741116751,0.909930715935
NM_066024,4436,wht-6,Protein WHT-6,119.0,115.0,52.4434782609,0.966386554622
NM_181936/NM_066025,2967,zip-8,"Protein ZIP-8, isoform b/Protein ZIP-8, isoform a",17.0,16.0,34.25,0.941176470588
NR_052376,1021,21ur-14505,,0.0,0.0,NA,NA
NM_066026,6658,F23F12.8,Protein F23F12.8,54.0,39.0,30.358974359,0.722222222222
NM_066028,2380,rpt-3,Protein RPT-3,6693.0,5144.0,43.7673017107,0.768564171522
NM_001038267,3497,F23F12.13,Protein F23F12.13,96.0,89.0,42.191011236,0.927083333333
NM_066031,2380,sdz-15,Protein SDZ-15,0.0,0.0,NA,NA
NM_066032/NR_052377,8021,F23F12.3/F23F12.16,Protein F23F12.3,405.0,374.0,45.0614973262,0.923456790123
NM_066035,1654,F23F12.12,Protein F23F12.12,1287.0,1165.0,50.669527897,0.905205905206
NR_052379,1104,K03F8.3,,1.0,1.0,48.0,1.0
NR_052380,1053,K03F8.4,,1.0,1.0,55.0,1.0
NM_066039,4798,pqn-10,Protein PQN-10,38.0,36.0,41.6388888889,0.947368421053
NM_066040,2209,srxa-5,Protein SRXA-5,2.0,2.0,120.0,1.0
NM_001038271,1180,F27B3.8,Protein F27B3.8,0.0,0.0,NA,NA
NM_066051,3107,acr-21,Protein ACR-21,71.0,70.0,33.4285714286,0.985915492958
NM_066052,2377,ddo-3,Protein DDO-3,251.0,242.0,53.7975206612,0.964143426295
NR_052381,1054,F20H11.6,,0.0,0.0,NA,NA
NM_066057,2619,F20H11.4,Protein F20H11.4,330.0,306.0,65.6830065359,0.927272727273
NM_066058,2442,srh-40,Protein SRH-40,1.0,1.0,87.0,1.0
NM_066059,3514,Y40D12A.2,Protein Y40D12A.2,3710.0,3557.0,45.1425358448,0.958760107817
NM_181935/NM_066060,5425,Y40D12A.1,"Protein Y40D12A.1, isoform b/Protein Y40D12A.1, isoform a",294.0,222.0,46.8693693694,0.755102040816
NM_066061,2928,C13B9.2,Protein C13B9.2,232.0,219.0,42.4474885845,0.943965517241
NR_052382,1207,C13B9.5,,0.0,0.0,NA,NA
NR_052383,1067,M01G4.6,,0.0,0.0,NA,NA
NR_052385,1078,M01G4.4,,0.0,0.0,NA,NA
NM_001027397/NM_001027396/NM_001027395/NM_066066,28793,rbf-1,"Protein RBF-1, isoform d/Protein RBF-1, isoform c/Protein RBF-1, isoform b/Protein RBF-1, isoform a",326.0,288.0,41.3819444444,0.883435582822
NM_066068,2384,F37A4.6,Protein F37A4.6,26.0,24.0,43.375,0.923076923077
NM_066069,2165,F37A4.5,Protein F37A4.5,497.0,461.0,42.5140997831,0.927565392354
NM_066070,5281,F37A4.4,Protein F37A4.4,180.0,171.0,58.5380116959,0.95
NM_066071,2657,F37A4.3,Protein F37A4.3,762.0,672.0,36.0699404762,0.88188976378
NM_066073,1669,F37A4.2,Protein F37A4.2,239.0,181.0,45.6187845304,0.757322175732
NM_066074,3113,F37A4.1,Protein F37A4.1,1582.0,1342.0,37.041728763,0.848293299621
NM_001129250/NM_066075,2997,Y102E9.2,"Protein Y102E9.2, isoform b/Protein Y102E9.2, isoform a",1610.0,1493.0,39.8673811119,0.927329192547
NM_001027644/NM_001027643/NM_066076,3613,odr-4,"Protein ODR-4, isoform c/Protein ODR-4, isoform b/Protein ODR-4, isoform a",1411.0,1353.0,38.8854397635,0.958894401134
NM_066079,1276,K07E12.2,Protein K07E12.2,65.0,45.0,34.0666666667,0.692307692308
NR_052390,1239,K07E12.6,,0.0,0.0,NA,NA
NM_171172/NM_001027497,49178,dig-1,"Protein DIG-1, isoform a/Protein DIG-1, isoform b",2070.0,1899.0,43.6951026856,0.917391304348
NM_066081,2983,R05H11.1,Protein R05H11.1,275.0,268.0,40.447761194,0.974545454545
NM_181979,2527,R05H11.2,Protein R05H11.2,629.0,530.0,48.4283018868,0.842607313196
NR_052396,1205,R05H11.5,,0.0,0.0,NA,NA
NM_171173/NR_052397/NM_066082/NM_066083,13976,F28F5.8/lim-8,"Protein LIM-8, isoform c/Protein LIM-8, isoform a/Protein LIM-8, isoform b",386.0,352.0,43.8664772727,0.911917098446
